itemId,group,display,demoAudioKey,demoFile,demoSha256,examples,sourceUrl,license,availability,reviewStatus
da0ef884-5adb-5fd4-ba79-2a3f3333648d,initial,h,he1,Pinyin/he1.wav,68247f9ea1fb2c7fa726b1b93f6d3a866f20ff658c2b8cfa87e5e62009d2c344,喝 (hē); 花朵 (huā duǒ); 欢迎 (huān yíng); 喝水 (hē shuǐ); 河 (hé); 红 (hóng); 回 (huí); 河流 (hé liú); 回来 (huí lái); 红旗 (hóng qí); 寒冷 (hán lěng); 火 (huǒ); 好吃 (hǎo chī); 海岸 (hǎi àn); 火车 (huǒ chē); 贺 (hè); 破坏 (pò huài); 祝贺 (zhù hè),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-he1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
df0c1c27-1388-569f-b42a-2b2ce9c3160a,initial,j,ji1,Pinyin/ji1.wav,b4a1493cc2fbed7456b36f21610e2bcbdba50729772da63f57dd170b050d413a,鸡 (jī); 居住 (jū zhù); 军队 (jūn duì); 纠正 (jiū zhèng); 鸡蛋 (jī dàn); 金鱼 (jīn yú); 饥饿 (jī è); 街道 (jiē dào); 坚硬 (jiān yìng); 急 (jí); 急忙 (jí máng); 节日 (jié rì); 决定 (jué dìng); 几 (jǐ); 姐姐 (jiě jie); 锦绣 (jǐn xiù); 几何 (jǐ hé); 记 (jì); 记得 (jì de); 借口 (jiè kǒu),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ji1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
9c893f68-d5f1-5f91-a411-97634d5e4e26,initial,q,qi1,Pinyin/qi1.wav,e0df2dfb00dbbbeb7d090c9aa6d70ef1e00873934c3e281c1db9096b17eca0c1,七 (qī); 七彩 (qī cǎi); 骑 (qí); 骑马 (qí mǎ); 起 (qǐ); 起来 (qǐ lái); 气 (qì); 气球 (qì qiú),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-qi1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
3b93a75e-6d2a-551e-86da-f2d0d7d51f5d,initial,x,xi1,Pinyin/xi1.wav,85e3dd7ea27f8751a2718e3f993dfb61298fa4aaf1e4a571cf39d6a9bbb5251d,西 (xī); 靴 (xuē); 西瓜 (xī guā); 靴子 (xuē zi); 习 (xí); 学 (xué); 学习 (xué xí); 洗 (xǐ); 雪 (xuě); 洗澡 (xǐ zǎo); 雪花 (xuě huā); 小狗 (xiǎo gǒu); 细 (xì); 细心 (xì xīn),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-xi1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
f42e58c1-6bd2-5a4a-ac32-e39826df20ed,initial,zh,zhi1,Pinyin/zhi1.wav,3bf1327d1e49f0e52669eb2c91206e78a1a85605149274a7c8f234de49c75264,知 (zhī); 蜘蛛 (zhī zhū); 知道 (zhī dao); 直 (zhí); 直接 (zhí jiē); 纸 (zhǐ); 准 (zhǔn); 纸张 (zhǐ zhāng); 展览 (zhǎn lǎn); 准确 (zhǔn què); 至 (zhì); 祝贺 (zhù hè); 至少 (zhì shǎo),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-zhi1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
7fc60154-57a4-5b02-a6d1-a65bdab5c5b3,initial,ch,chi1,Pinyin/chi1.wav,8fa46c62200ae22607f2ee788ba68a5fb089c6d87f5b56930e2b9e241f874a30,吃 (chī); 春天 (chūn tiān); 好吃 (hǎo chī); 迟 (chí); 长 (cháng); 长期 (cháng qī); 迟到 (chí dào); 尺 (chǐ); 尺子 (chǐ zi); 赤 (chì); 翅膀 (chì bǎng); 赤红 (chì hóng),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/hsk/cmn-%E5%90%83.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
e742fea8-2ab2-5b5d-ac67-ef7e04299702,initial,sh,shi1,Pinyin/shi1.wav,03ea515ed5969004dd4760e023d7672dc2a323cab237a39c8fea4915788f4d86,诗 (shī); 狮子 (shī zi); 诗人 (shī rén); 山坡 (shān pō); 十 (shí); 时间 (shí jiān); 十分 (shí fēn); 史 (shǐ); 水果 (shuǐ guǒ); 历史 (lì shǐ); 是 (shì); 事情 (shì qing); 是否 (shì fǒu),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-shi1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
f283f6c9-76f6-5679-a0f2-80ae5acdde61,initial,r,ri1,Pinyin/ri1.wav,f49025c2d98fea16f82c9bb1917f12d7206d1f1ab2ae4008928bfc23cc53d64b,人 (rén); 人民 (rén mín); 容易 (róng yì); 忍 (rěn); 忍耐 (rěn nài); 日 (rì); 认 (rèn); 日记 (rì jì); 认真 (rèn zhēn),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ri1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
a03590fd-282b-5d25-8a91-0d6cca63d3dc,initial,z,zi1,Pinyin/zi1.wav,3a995f612fbe8016eec2d3edf31dcb3d77dabcb2d74f7c63664055916c04aa48,资 (zī); 资源 (zī yuán); 责骂 (zé mà); 子 (zǐ); 子孙 (zǐ sūn); 字 (zì); 自己 (zì jǐ); 文字 (wén zì),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-zi1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
27ea1628-c635-5bbb-8c37-ca6ca512edd7,initial,c,ci1,Pinyin/ci1.wav,597656b4f077c5b67bde4cd456d923383e9215489d075290c10a8d54b0edb5bc,匆 (cōng); 匆忙 (cōng máng); 词 (cí); 词典 (cí diǎn); 从来 (cóng lái); 此 (cǐ); 草地 (cǎo dì); 彼此 (bǐ cǐ); 次 (cì); 刺激 (cì jī); 次数 (cì shù),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ci1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
ca5884c7-dc89-51fb-a9de-2857b1e4981b,initial,s,si1,Pinyin/si1.wav,9d8bbf6b3367cc93865c9ede4f6d3b18c1156b4e4cc0bb542f73fc1a2c3ce8db,丝 (sī); 森林 (sēn lín); 丝毫 (sī háo); 死 (sǐ); 伞 (sǎn); 死亡 (sǐ wáng); 雨伞 (yǔ sǎn); 四 (sì); 四季 (sì jì),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-si1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
65c6b751-a103-506c-884d-95c465454ffc,spelling,y,yi1,Pinyin/yi1.wav,590058d9c7cac27f6129246f6e7f687197d8fec928da03c627bcfe91d0f98f4f,衣 (yī); 衣服 (yī fu); 约会 (yuē huì); 音乐 (yīn yuè); 冤枉 (yuān wang); 医院 (yī yuàn); 英雄 (yīng xióng); 淤泥 (yū ní); 椰子 (yē zi); 移 (yí); 云彩 (yún cai); 移动 (yí dòng); 银行 (yín háng); 爷爷 (yé ye); 元旦 (yuán dàn); 园丁 (yuán dīng); 椅 (yǐ); 雨伞 (yǔ sǎn); 椅子 (yǐ zi); 引导 (yǐn dǎo); 允许 (yǔn xǔ); 野外 (yě wài); 远方 (yuǎn fāng); 意 (yì); 月亮 (yuè liang); 意思 (yì si); 玉米 (yù mǐ); 印象 (yìn xiàng); 运动 (yùn dòng); 夜晚 (yè wǎn),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-yi1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
af0fa8ba-93d6-52e2-b53e-f68d2b2558c8,spelling,w,wu1,Pinyin/wu1.wav,408f4e2b8b4339084793d19786e835f824af06f9ab9134148e787eb4a2f6b850,屋 (wū); 屋子 (wū zi); 温暖 (wēn nuǎn); 无 (wú); 无数 (wú shù); 文字 (wén zì); 五 (wǔ); 我们 (wǒ men); 午饭 (wǔ fàn); 五官 (wǔ guān); 物 (wù); 物品 (wù pǐn),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-wu1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
3b20741f-fb36-52f3-8ddb-a91d734fae1f,simple,a,a1,Pinyin/a1.wav,905753b242a0a5ad0529374fd796470e7296a2133eec8efe11587a6daee3d431,阿 (ā); 阿姨 (ā yí); 拔 (bá); 麻木 (má mù); 提拔 (tí bá); 把 (bǎ); 马车 (mǎ chē); 把手 (bǎ shou); 爸 (bà); 爸爸 (bà ba),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-a1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
7b0b9c0a-7f8d-543c-8883-142f4466e5e4,simple,o,o1,Pinyin/o1.wav,068afd5b161dd34b9eeac8fa84916b3b8dab21fe43a22682294aebcfb31089b8,噢 (ō); 波浪 (bō làng); 哦 (ó); 婆婆 (pó po); 哦 (ò); 破坏 (pò huài),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-o1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
5d9941fa-67f0-5d54-bfb7-e4fd0c936298,simple,e,e1,Pinyin/e1.wav,f41ccc1c5322b439f1e81506734c9b63fe43d1452d091e1314207f15681f0c3f,歌 (gē); 马车 (mǎ chē); 歌曲 (gē qǔ); 鹅 (é); 额外 (é wài); 白鹅 (bái é); 恶 (ě); 恶心 (ě xin); 饿 (è); 快乐 (kuài lè); 饥饿 (jī è),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-e1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
9c5e5310-ec18-56af-99ab-0f82f32ca5e3,simple,i,yi1,Pinyin/yi1.wav,590058d9c7cac27f6129246f6e7f687197d8fec928da03c627bcfe91d0f98f4f,衣 (yī); 西瓜 (xī guā); 衣服 (yī fu); 移 (yí); 提拔 (tí bá); 移动 (yí dòng); 椅 (yǐ); 礼物 (lǐ wù); 椅子 (yǐ zi); 意 (yì); 地图 (dì tú); 意思 (yì si),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-yi1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
eeb0cd08-b1b4-5b0f-8a2e-885fadd8993f,simple,u,wu1,Pinyin/wu1.wav,408f4e2b8b4339084793d19786e835f824af06f9ab9134148e787eb4a2f6b850,屋 (wū); 蜘蛛 (zhī zhū); 屋子 (wū zi); 无 (wú); 地图 (dì tú); 无数 (wú shù); 五 (wǔ); 午饭 (wǔ fàn); 五官 (wǔ guān); 物 (wù); 麻木 (má mù); 礼物 (lǐ wù),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-wu1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
3f1a0078-03ec-5327-aa76-0e2247c9debc,simple,ü,yu1,Pinyin/yu1.wav,c6ecad3fb29bd968c05bcf1ae3aed9f1762069c8e639fea90eb1f509bad921f5,淤 (yū); 居住 (jū zhù); 淤泥 (yū ní); 鱼 (yú); 金鱼 (jīn yú); 雨 (yǔ); 雨伞 (yǔ sǎn); 玉 (yù); 法律 (fǎ lǜ); 玉米 (yù mǐ),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-yu1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
f6540429-93e6-5446-aaec-c1d1011e04db,compound,ai,ai1,Pinyin/ai1.wav,82a43daef8ee4e2dbbf11bb624ab4bd0ce155f9ae90be1f9be3a681304ec3e50,哀 (āi); 悲哀 (bēi āi); 癌 (ái); 癌症 (ái zhèng); 矮 (ǎi); 矮小 (ǎi xiǎo); 爱 (ài); 爱好 (ài hào),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ai1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
c0e77ded-17a8-5bbd-aac5-811960c97ffc,compound,ei,ei1,Pinyin/ei1.wav,84932bf1bba50ca5c2138d48cbe3258124536c01d6364f8b8a2be080814b3c57,杯 (bēi); 飞机 (fēi jī); 杯子 (bēi zi); 肥 (féi); 肥皂 (féi zào); 北 (běi); 美好 (měi hǎo); 北方 (běi fāng); 贝 (bèi); 搭配 (dā pèi); 宝贝 (bǎo bèi),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ei1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
8faa3ed5-eeac-5dd0-ac16-0df1d0e0151f,compound,ui,wei1,Pinyin/wei1.wav,52c672f761749272a224dcaafed72fee8796bdadac141f285ea8cd5ea98c1c48,归 (guī); 归还 (guī huán); 回 (huí); 回来 (huí lái); 鬼 (guǐ); 水果 (shuǐ guǒ); 魔鬼 (mó guǐ); 贵 (guì); 军队 (jūn duì); 贵重 (guì zhòng),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-wei1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
8bbb5951-d2a8-5c33-893f-f5c512e3010c,compound,ao,ao1,Pinyin/ao1.wav,213c4337fb7cbff7af9bea3d709b90f242d1fe8b2c96046a701a4ace3e17de97,包 (bāo); 包子 (bāo zi); 雹 (báo); 丝毫 (sī háo); 雹子 (báo zi); 宝 (bǎo); 老师 (lǎo shī); 宝贝 (bǎo bèi); 抱 (bào); 帽子 (mào zi); 抱歉 (bào qiàn),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ao1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
763d7b15-b3fc-5706-80bf-d8cc15ac8ce4,compound,ou,ou1,Pinyin/ou1.wav,d9c36d5d837bb2b357bdc60fe66e06cc038a8d33ab7ed46abc5f0947b187204e,沟 (gōu); 沟通 (gōu tōng); 楼 (lóu); 楼房 (lóu fáng); 狗 (gǒu); 借口 (jiè kǒu); 小狗 (xiǎo gǒu); 够 (gòu); 不够 (bù gòu),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ou1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
8f0d910c-dd9e-54a3-936f-2619fcebd11b,compound,iu,you1,Pinyin/you1.wav,0e04cc913a6d9137bc26bdfdee13323356680a9696cdc0ce9791aeba6f014138,溜 (liū); 纠正 (jiū zhèng); 溜冰 (liū bīng); 流 (liú); 牛奶 (niú nǎi); 河流 (hé liú); 柳 (liǔ); 扭转 (niǔ zhuǎn); 柳树 (liǔ shù); 六 (liù); 锦绣 (jǐn xiù); 六月 (liù yuè),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-you1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
db915d5e-220c-508d-9331-9151aeb88d1f,compound,ie,ye1,Pinyin/ye1.wav,39cfabb5000825c8160c91e80909ba115eb5a146ecb420f6d6aa475a4f905725,街 (jiē); 捏造 (niē zào); 街道 (jiē dào); 节 (jié); 节日 (jié rì); 解 (jiě); 姐姐 (jiě jie); 了解 (liǎo jiě); 借 (jiè); 借口 (jiè kǒu),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ye1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
1ff8a365-4c1f-5aa0-91d2-aed0f9b992e4,compound,üe,yue1,Pinyin/yue1.wav,7cb987b9650c3e5290858f59b789e4940a1c93cc0992deaee016c33baf7eadec,约 (yuē); 靴子 (xuē zi); 约会 (yuē huì); 学 (xué); 科学 (kē xué); 雪 (xuě); 雪花 (xuě huā); 月 (yuè); 月亮 (yuè liang),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-yue1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
2ae9d5d7-d4de-57ea-8856-0fdc2099b96e,compound,er,er1,Pinyin/er1.wav,13fd5992225740c25bd33df74839ad3e8813ebc3f520b947f7b575b3bd236f07,儿 (ér); 儿童 (ér tóng); 耳 (ěr); 耳朵 (ěr duo); 二 (èr); 二氧化碳 (èr yǎng huà tàn),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-er1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
a5e1008f-b333-5b4e-a9c6-e6d4e3b016e4,nasal,an,an1,Pinyin/an1.wav,7414ff8fb6449d13542c1b2cd50504c314f6e5ddbebb50b9f55002e5d6c548f0,安 (ān); 安全 (ān quán); 南 (nán); 谈话 (tán huà); 南方 (nán fāng); 伞 (sǎn); 雨伞 (yǔ sǎn); 岸 (àn); 办法 (bàn fǎ); 海岸 (hǎi àn),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-an1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
58a10bfa-9ef3-58e7-b7a0-04fb8cb56e1d,nasal,en,en1,Pinyin/en1.wav,902ff18b198197dc9d7b92e300102e53a2ab8f1c331e3ab163e7b77869c34d3a,奔 (bēn); 森林 (sēn lín); 奔跑 (bēn pǎo); 人 (rén); 人民 (rén mín); 本 (běn); 课本 (kè běn); 笨 (bèn); 认真 (rèn zhēn); 笨重 (bèn zhòng),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-en1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
aec27892-6afd-5189-904a-591c20df49a6,nasal,in,yin1,Pinyin/yin1.wav,3797bf3c9f883e2beb81687073a88541892edb5c1de7fa16a87bf71771a8e0b4,音 (yīn); 细心 (xì xīn); 音乐 (yīn yuè); 银 (yín); 人民 (rén mín); 银行 (yín háng); 引 (yǐn); 锦绣 (jǐn xiù); 引导 (yǐn dǎo); 印 (yìn); 印象 (yìn xiàng),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-yin1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
22cbd2d3-1578-5f56-8700-9c0d724a9ed1,nasal,un,wen1,Pinyin/wen1.wav,bad8a2fc2531014948435481930a67ae6a76ff4b82a43cef7eaf22ee57970762,吞 (tūn); 春天 (chūn tiān); 吞咽 (tūn yàn); 轮 (lún); 轮船 (lún chuán); 准 (zhǔn); 准确 (zhǔn què); 论 (lùn); 讨论 (tǎo lùn),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-wen1.mp3,CC BY-SA (source does not specify version),PRESENT,NOT RUN
