subjectId,entries,first,last,membersSha256
dictionary-batch:xinhua:0062,1000,弋腔,恼乱,a8bc77e549724666b81ffd3b8042863ed461131228c2a666755a2128c83878c5
dictionary-batch:xinhua:0063,1000,恼羞变怒,折征,17406d24e5449fa39646eefed5aa460f8b3664c71afcf43876b9ff70658bae34
dictionary-batch:xinhua:0064,1000,折槁振落,搔首踟蹰,64c705b60db49b507791f34425e6b2167681112ee57c640d4c5c0758d8656cda
dictionary-batch:xinhua:0065,1000,搜奇抉怪,族兄,dc7334566fbf8a55c6e0e036f13bfb30d1b1d5d98d9116217f83d47938e9f7ac
dictionary-batch:xinhua:0066,1000,族姓,有闲,d8d18a5ff73160ce8becdc2e36584d8607913ae8ea9a8d5c869d9edbcff0df97
dictionary-batch:xinhua:0067,1000,有间,栽花,8b60cb6147e8c656e6ef13c20e86edd649af5010c11800ec67a7e7b33cf549e4
dictionary-batch:xinhua:0068,1000,栽诬,水落归槽,5393145f2c4ab2e47b5abcd251c692360c4c436b9dd46179b84a2aec067d600d
dictionary-batch:xinhua:0069,1000,水落归漕,深切着明,0430b45cd3a62059a07b19129360fbd7697f8a2418040a87c4ee5c4f46faf710
dictionary-batch:xinhua:0070,1000,深切着白,燕岱之石,25202d0abf35841b34c33ec51d134e667d3fd46c3b99a4b97f0a092f6f4e753a
dictionary-batch:xinhua:0071,1000,燕巢,申告,6d00d683abe33c159fa654a56b5c3fc7c995bfa9b92778799ab670a92e0434e9
dictionary-batch:xinhua:0072,1000,申复,眼皮子浅,a200fc0555cb7c9387bfe83bb9e0c41a476c9125a48f34bc7d0636acff48d6d7
dictionary-batch:xinhua:0073,1000,眼皮底下,积不相能,3d2fd2b351c2659060fa7a3f0123d49138d9910a60e285cea63c76f5c5264224
dictionary-batch:xinhua:0074,1000,积久,练练,4c05e6c6c07f2c62134deec29b693db1c839d06979b100e8b940156add1949ff
dictionary-batch:xinhua:0075,1000,练达老成,腰巾,bddae01e4a9f38287959f487e072f67aae798a809ca168b8e1dd7727cf0462de
dictionary-batch:xinhua:0076,1000,腰缠,虐刑,8f2af9c84c079f9afa1790c4e6447ba92add6440696d4510d405e233adf31993
dictionary-batch:xinhua:0077,1000,虐暑,警辟,f3b62439b25f43cec2a8e17ebe9d7276c13e4cf0eea319ae5615ea29dfb6b6ec
dictionary-batch:xinhua:0078,1000,譬若,贴己,2693113c127c3445e2fe744decff2a3cdcd8e773c4c6148c3e413d813d657016
dictionary-batch:xinhua:0079,1000,贴平,过生日,f6d0a78eccf1d7c4c0b62634cbc0f938b825ae67871f11509370a114a4ec7019
dictionary-batch:xinhua:0080,1000,过礼,遥闻,82e5f51d0ec1fbbbacb2771c91b35f3f62f31b1770c50bcca02bee9fe0bcbcf8
dictionary-batch:xinhua:0081,1000,遨翔自得,镂月裁云,55f9648d02c82764a6c7d233d2e682c3924b52aabbb46062193d9c8a3a3c9963
dictionary-batch:xinhua:0082,1000,镂版,青衣人,1e44dfe0ccfc5f30544e4ea35950021eec3e1392a555e692c4ccf0f971ba04be
dictionary-batch:xinhua:0083,1000,青衫司马,驷马不追,51cf3e8e727c61ff77ed0fa35ea4bcf83a1b41ceb00f21b9cea9665516742a41
dictionary-batch:xinhua:0084,1000,驷马仰秣,默思,a98e61f7eceb1fb2c25a65a3aa1bcfa153c3cfcf96716b303bf7d4f88d60fd7d
dictionary-batch:xinhua:0085,1000,默换潜移,宿业,a7decd0057fc792f9b0896d7b832273c174fadba01906819ba83d839dc320001
dictionary-batch:xinhua:0086,1000,宿地,空类,37d1f03dd201db4159d11f73337bf13a54907271f340f57a34a71bee08f8a633
dictionary-batch:xinhua:0087,1000,空耗,一唱,201a52af28995673e1c3905dcc4dcfe07c1349cdd19da200d250947f6207b995
dictionary-batch:xinhua:0088,1000,一唾,三书六礼,056a9860d49d69b893ab02fea4615e362c1014f5d50e9813001d17623f03a2ce
dictionary-batch:xinhua:0089,1000,三事,上干,2e9ea696b082c3a7e9407abb3e2f365245b57d51ea16b715007fc66fe465e90f
dictionary-batch:xinhua:0090,1000,上平,丑地,e0a85f055890053949b557c6b81191a0c77e2584bad381d56fe9420a7d3c2f3f
dictionary-batch:xinhua:0091,1000,丑声,丝竹会,d40c984ecebc7be59c0b99670ee84f73071597089cb76faf714928567fe71bd1
dictionary-batch:xinhua:0092,1000,丝管,中覆,cb3e1cf54b5ac44fd09f19e572841c11e6f0d15960c2a520167ed5450131946b
dictionary-batch:xinhua:0093,1000,中见,乌几,fa05961635d9584c05208eee8071e648590dbbfd0a20e8729742fbc50d952ada
dictionary-batch:xinhua:0094,1000,乌剌赤,乡账,f6b138f90fc9f7340dd4c6d4e62775652a2cfb2847659e5c9cc94ac4becddcf9
dictionary-batch:xinhua:0095,1000,乡贯,云头篦,2c5ece481fd151abe4d54166ad6002db6b8a7d7fc652b646cf7fd3870c7457c3
dictionary-batch:xinhua:0096,1000,云女,五马贵,72a6c6ba79f390defb22b61d890752a411d0bfa509b11ba92be900fa4b26c910
dictionary-batch:xinhua:0097,1000,五驭,亲通,a82ea5caf2804e169120914ec4256a6f773607bd073dba85d14458fec710222b
dictionary-batch:xinhua:0098,1000,亲遇,仙游潭,bc4a54fb603b3bc8f5fa6c0fa7df8f9a7668952fb7c90b9bf4ebf56c62055581
dictionary-batch:xinhua:0099,1000,仙滋,众口嚣嚣,acebc620da263386ec0678e99af28fff0ad7173683a6c87d69e5f9c4c6c34f76
dictionary-batch:xinhua:0100,1000,众口籍籍,低簪,efbbfe695523c2715d47da63ebc8c2cf83e334456048cccecc8a1c85436894ef
dictionary-batch:xinhua:0101,1000,低羞笃速,佣保,76e5b72fd0c203b58533841902bbac2adc3b6dba946264652b967cc4e665a385
dictionary-batch:xinhua:0102,1000,佣值,俊士,f86c601347c0b5b0eeeaed83da9878bb16c26bb3b13e0a83792011122c243b54
dictionary-batch:xinhua:0103,1000,俊壮,倚倾,236551a51e719f5af886ad39799d8825523a50e3b710ca9c12ebbf3479383c53
dictionary-batch:xinhua:0104,1000,倚儿不当,偷懦,bb5bd445d6c155fb8d397c4a9a2c70afcade1d960a48a2e132ea2a987592fb29
dictionary-batch:xinhua:0105,1000,偷托,元朔,edce37e0b4657ee554400a1dc2ea068aacb41c0a1e4c51961d14dd7c1bb22b14
dictionary-batch:xinhua:0106,1000,元机,八斤半,1762ce4fbad5c061edf567764eb9d3bc56e5aa1d5c5845de294e35c352797963
dictionary-batch:xinhua:0107,1000,八旗兵,兵钤,2117bb641faee31b42f2ce4e80e1965f016635fa49c9ea0fe2ceb4a2ecf83125
dictionary-batch:xinhua:0108,1000,兵销革偃,军候,79afbe718af268100a0aac77682eef0e4a7f90a0d3a0e0f1a03e5a6b4cd45276
dictionary-batch:xinhua:0109,1000,军健,净坛,0b72611c378e21bf014adb8a0777a4cc1f32061e6a6a704289d06b15b9b71cac
dictionary-batch:xinhua:0110,1000,净头,凶氛,33f6b4d86c993f85b069500aae8e5dd62dc0e8e135b471b981da995414a9a188
dictionary-batch:xinhua:0111,1000,凶水,刊勒,ae943baf5663b93887d98bc20db12dfc79c1438f454a38b7cf5879bc3b8b1d61
dictionary-batch:xinhua:0112,1000,刊启,刺蜚绣,9b55c96188d4d3d63db761e6e13f8c48fcf3c165b361cd02decde1d42a3e6add
dictionary-batch:xinhua:0113,1000,刺蜜,动念,e786b32e4656264289ab98a0df031ea77c91d731b6ed8a8aa0c03b9584865bcf
dictionary-batch:xinhua:0114,1000,动息,十二层,902802854e8b6d386015857b7b7648abaab94b31d359f588f310c443e1115366
dictionary-batch:xinhua:0115,1000,十二巫峰,卖放,36b37612ac0d1d7194b7a9127b4f49b741987e1bc0bab34327d15a657091761a
dictionary-batch:xinhua:0116,1000,卖昏,卵色,553f21a6f613275edc9cc3b85916c3329924377b1b4ea70449d7b53c1baffeea
dictionary-batch:xinhua:0117,1000,卵蒜,反激,3f5ffa0b7fc5a33d61c82cf58bf943e46ca0fbe3f5ca12baac6d3c2f40004eae
dictionary-batch:xinhua:0118,1000,反状,召对,4623da16c2eb8534cbe0057dd7e6a5047d06c5c51a8b3a0f1ae2108cfb763a63
dictionary-batch:xinhua:0119,1000,召平瓜,合音字,8123d4656d59b4dcea6dda775f29860b1b6c8fea67f4d6a070cbf20fbdd69773
dictionary-batch:xinhua:0120,1000,合韵,含景,7fbee534eb01b3e8f319bb9174db4c4eb4cb9ac5200849cc3c82b97deb7af580
dictionary-batch:xinhua:0121,1000,含枢纽,周谨,ed9d002ead7235fb1e68b039d73f714a38091d77b4bd4bd6e0fc7d50b695517f
dictionary-batch:xinhua:0122,1000,周谱,哀敬,19a35c619a582d9e69afa6278fda5784b545714dfb6f16288c372e74a6f8d13a
dictionary-batch:xinhua:0123,1000,哀文,喂禄,0442a4b81185706b491ef0838809fdb0488b71a1ce932fd879f45c4b35e567cf
dictionary-batch:xinhua:0124,1000,喂糜,嘻嘻嚷嚷,dc398f0dc20f327f933a3eb6e13d1882e2b0b8ae6a90db9a6f068b7b3df7dd24
dictionary-batch:xinhua:0125,1000,嘻嘻旭旭,回指,437a8dd5c450f1db107084a5793398bea87519252e0339f200da5f267b20fce4
dictionary-batch:xinhua:0126,1000,回挠,圣诏,6f91d59a423d3853dfafef2eb01a66b10f87c19d936322f4e2bfe5c43f4c3ad5
dictionary-batch:xinhua:0127,1000,圣译,垂虹亭,167307ea17967fc25d1b59fbaeb478c58bf974c72779b3ee2506480b9892765c
dictionary-batch:xinhua:0128,1000,垂虹桥,壅淤,e01bb143cf820069483abde95c01bdd533978bede40b547f0b137268a501ea31
dictionary-batch:xinhua:0129,1000,壅滞,大好老,922d131523f9b4a78ac67f14bf111ee29d1b03e4a2f2abb7a965265adab9ffbd
dictionary-batch:xinhua:0130,1000,大妃,夭绝,3403611b091de4c8ac60dd87ac5ad01ad1afff1497522ad695604fc6441d350f
dictionary-batch:xinhua:0131,1000,夭美,奏审,e2727b1eb8ec6fd36d12b31b8209a64b7deb2b7fd3bd6d6d11f6554df36158df
dictionary-batch:xinhua:0132,1000,奏对,妪然,7a9ca91123c7d52763af99f18d666cf2fb0b6c59c2646a58ce99677c6281619f
dictionary-batch:xinhua:0133,1000,妪煦,媒氏,016ede8e5d82b7a3fb929ccf320044bbca7f7031f4b7b3ed7699459d6a4068a7
dictionary-batch:xinhua:0134,1000,媒稳婆,孤涂,fd398b4934e59b3560cc41db8b82e5e0079a6d21f7adc3546b011c9cfe8019af
dictionary-batch:xinhua:0135,1000,孤淡,宗卿,6ea54a8fbbfbfe42446a32f1911a719a797856f6c4c5e29096d7b2f84bc3acc5
dictionary-batch:xinhua:0136,1000,宗原,宪极,a2e5a027e5bb81f534526dcb35575b49dc1678aa70dfe75e72a14cacc66a4e6a
dictionary-batch:xinhua:0137,1000,宪檄,密椟,31aa648d7687a16d24610649bac1516bce08342e4f711464270511505ed66501
dictionary-batch:xinhua:0138,1000,密欤,寻环,c2e62c3004977013e75b199bffd3d53fca5ee4f373fd892b79b8a6ef87734801
dictionary-batch:xinhua:0139,1000,寻理,小至,c1c7c04e1a4b70c6d08048570f467bc5d6b8449b1bc7bf44df50da68b176417a
dictionary-batch:xinhua:0140,1000,小舆,层龙绝艺,aa43fc218837d6d35109a95febd1ea251d017bc1b519be5385ac3cdfb6412163
dictionary-batch:xinhua:0141,1000,层𪩘,山精,b2cd1dbdf5c3cec6d76296022f7c392fc597df1c5e0016ebc7aa00cf733ef2e7
dictionary-batch:xinhua:0142,1000,山纪,崛立,6da109c7f3bfde3c8e707c7d4f21caa7f49be23fe1fa4b504ced1e7d2bec8ab9
dictionary-batch:xinhua:0143,1000,崛诡,市买丞,1e733b31d2ecd2ab7e3f0d6ce987c33f3cd45c7bcab6fddc32243b0d829c60d6
dictionary-batch:xinhua:0144,1000,市买司,幢幡,3843bcf19f10e399d3a48c013809bcbc5048df74915ba7c3efce7f4278332927
dictionary-batch:xinhua:0145,1000,幢戟,幼海,0298113735747f819761d482fb66b0995608111bc5b3c9fe0b3a106822b4d36e
dictionary-batch:xinhua:0146,1000,幼眇,庶姬,9909d4e69c03a7e8b7e47b326db144c048e3bbbd3b8934d59198ebe4748e4c99
dictionary-batch:xinhua:0147,1000,庶威,异宜,541f8e011e255c48e3da76a2a88ad7579f3019d78a147dc076f9783c9df28ce6
dictionary-batch:xinhua:0148,1000,异实,弦歌宰,8226495dc0a878bbbeee642f8f32f50ce2c7379e158ac1c0dff291bd0f02e69b
dictionary-batch:xinhua:0149,1000,弦直,征轩,ba1e8fb88bfb94b554859b8195525cfa5a83640f3cf175e613b2c45ef8576eab
dictionary-batch:xinhua:0150,1000,征轮,徽金,db632aa25818014860252f4d069d18422acdbbba7b03719a81a761db8249b19f
dictionary-batch:xinhua:0151,1000,徽钦,怒芒,94e83372e3eee770df3a7e8bd9d2528dfb7f2394d3e801e900fd1f374f27c0fa
dictionary-batch:xinhua:0152,1000,怒蛙,恩泽侯,bf237ecc4f741b96477fac74ff5bd7ba76165827424c7563275469f1feeefb6e
dictionary-batch:xinhua:0153,1000,恩润,悯谏,4590f903b7f9b1529b1d57c1f433dc280db193e0e9d98cd41a9d55a8c88096f2
dictionary-batch:xinhua:0154,1000,悯贫,愚者千虑，亦有一得,3f41d76ed55902f88f9faaf4468ef9445b193231a8384f98ec786f3fcc23029a
dictionary-batch:xinhua:0155,1000,愚者千虑，必有一得,懵如,c06f92d64538b28f6b78dbf428c32c210698a4eaf0cbea12026d07851653a19f
dictionary-batch:xinhua:0156,1000,懵怔,手号,8406836c021e963517d75c6fd84434d6379518183c8997ee838fdb271cde4404
dictionary-batch:xinhua:0157,1000,手号军,扬意,2eb477636a2a8b07073045bcde2171738ac03e103e2cd844b069a52e83986f14
dictionary-batch:xinhua:0158,1000,扬扇,护局,080dc2f0c3b1f4563ee1bb21d92bbcff557f9f88353ca5727fca4533873b71b0
dictionary-batch:xinhua:0159,1000,护度,拥书城,6781dc73e706ac2f42bbc06c8db98182546d511de82911e486b15c14eee036c9
dictionary-batch:xinhua:0160,1000,拥众,挹胜,876c789522aa506054835373f46c01e2e32d687d74d4632b2a8ccafac24c6438
dictionary-batch:xinhua:0161,1000,挹退,探篹,3f4f8c23403c209f3d08d7657a04899ba7e6617c732a66dabed05941790c8dd1
dictionary-batch:xinhua:0162,1000,探细,搘,4da5d57f4651a6d14aa0a2574dbaf7ea9ff01b9be1e539e67bcda13cf6fb6a73
dictionary-batch:xinhua:0163,1000,搘j,撰着,7cafeaf8f495fd3927fd32fb2d4f2ea4bf63ccc327ef54357e4ce1c74f981732
dictionary-batch:xinhua:0164,1000,撰碑,政化,b1cfe7efc5e775b23141572f7b2201d44a359c0db2de80d6e1f2c973b4f2e449
dictionary-batch:xinhua:0165,1000,政历,文匣,2fdadaea3d0173f4d1ff04fb1788e8d81cc418ee81c348177f0ebac9c89c2fd6
dictionary-batch:xinhua:0166,1000,文华殿,斩竿,b16d791e04c82a78d8e131ac30f4aa12fd1e75abc64048d6f1d7fe32d277ab71
dictionary-batch:xinhua:0167,1000,斩级,旌麾,f01e37442e046e59ff2000699e424410edb16c5ace743f7df882d4ab5bed79e8
dictionary-batch:xinhua:0168,1000,旌鼓,旦俫,e998d0f390abe500083ab3bef819a36509df3476ed95a8ce12571788c431d998
dictionary-batch:xinhua:0169,1000,旦儿,昞然,25ca4f9ddc59cb70fdca2470ed031d74c10128ff0fa160e24dc779c35e0e9bd3
dictionary-batch:xinhua:0170,1000,星丁头,晩报,262707b4e8c51946d4a3b74275f174ad9a0b742cde3ae0e9c41bb71834fa503c
dictionary-batch:xinhua:0171,1000,晩接,曲江池,1819c5283d9f3ec4b11d71a630d2e6d061897e804b70ff48c035bb248a77bc99
dictionary-batch:xinhua:0172,1000,曲沮,望夷,304edd735408cb364db359ba55f259d08aab5131819c3444740c79e0d2273ff1
dictionary-batch:xinhua:0173,1000,望宗,朱栊,bceca3c7bfdaa7eefc3279dd8a40d94adecba92e999e6256c81d1a80e41795a6
dictionary-batch:xinhua:0174,1000,朱栏,杖流,08ecc91247cbb414f84f4999367c55801c597fe40e7f1e1f7109e61dce2c1077
dictionary-batch:xinhua:0175,1000,杖父,极杀,b930d0ee27c9fced3bbc5f5bf617edf6aec4ccc113fa5576e68306bbc2b27606
dictionary-batch:xinhua:0176,1000,极果,枯黯,6bea377c3021161c5b3571804dd858a63a68d128d25bd2d25b91d69b6a68ed58
dictionary-batch:xinhua:0177,1000,枯龙,树威,a14cddcabe90566f6d6d7e48f1bac357f5520e832f9d983bda4b8497d8b0cd2c
dictionary-batch:xinhua:0178,1000,树娃子,梁甫吟,ea32ed803b8c8f3760056d896d8025b18a4a622af354e3d403fe45fd823f068e
dictionary-batch:xinhua:0179,1000,梁皇忏,椇枳,48d18c3780d7f26bdf66dec615e4b6e73ff255236e008785bd31980107d843f6
dictionary-batch:xinhua:0180,1000,椊杌,槐采,a7afa9ede136eed00761fe6852c294a6e28c9897532d0dda42b62631e87d37c4
dictionary-batch:xinhua:0181,1000,槐里月,欧母,9c4f9c21d73a0fb4bb7ab7a3032ecf5044cccee8ebe9ea68f53bf6955979c2d8
dictionary-batch:xinhua:0182,1000,欧泄,残夷,1324ade0c7941cfee2df3e8c7be0e9aaa4c281dd5d1e664be16d256f88165993
dictionary-batch:xinhua:0183,1000,残孽,气哺哺,68a7ae6f02296bb97d80c238e6542c2565e6411f0ac289589cf35067b5778b67
dictionary-batch:xinhua:0184,1000,气噎,汲短,e7479f59142a6b2eee53646930b95e0fbb5bbc5678ec19d77046084c77850a9b
dictionary-batch:xinhua:0185,1000,汲绠,河关,8cac1ccbdc4836c95831599efa86cd5f87ade2d4289c67a89346d43e10a77090
dictionary-batch:xinhua:0186,1000,河冀,泻卤,9694f7c935431732888cca2162b73a58b6fcaf005a654400a4eac283e50f5b5d
dictionary-batch:xinhua:0187,1000,泻囊,流羡,f3f0dcd999292204c7b05cdc776291aeda406271d3321ba6c48736f686698d87
dictionary-batch:xinhua:0188,1000,流耀,浸漉,52ab6938b3071a046ddfc0c9b3588202487ba0cf74cbd4f572068507e05ead1b
dictionary-batch:xinhua:0189,1000,浸漫,深耽,913ffd4f60580d239f65a6b9c975efbb06bfb1e51dfb93c07680dea546a27a38
dictionary-batch:xinhua:0190,1000,深至,渝糜墨,f4eba85264481f82aff63ecbbd1183417ff9b9de3f8d8131064efb34eb06fa85
dictionary-batch:xinhua:0191,1000,渝约,溜急,3b5d4705ce2c9aef7cd75e388fd450811606ac8a73dc88379497857991f742f9
dictionary-batch:xinhua:0192,1000,溜打精光,漾舟,753eea143d099a011f2c7b875c2de22be6d1c41dd027a9905ac06ac023c928bd
dictionary-batch:xinhua:0193,1000,漾驰,灭青,afe67d828868a3b6b28f92c719e6a3cbb36ab117b971c2433fc0ea1486db2907
dictionary-batch:xinhua:0194,1000,灰不济,炯眼,f50dde96db5d1c693c11de1e2f03cc5d95f06f1fcfc6756cf55f5701a3beba73
dictionary-batch:xinhua:0195,1000,炯耀,烽逻,6184d61cefe518daf1c49f977ffb4e62f0da8c3e158a44aa8e28d4d93b6d2c11
