audioKey,file,sha256,durationSeconds,author,sourceUrl,license,licenseUrl,changes,licenseReview,listeningReview
po2,Pinyin/po2.wav,8652ae45e92e151da8b7771bc5f648d9b0e8c11661084e4a843bb944735f4cfd,1.128,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-po2.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
pao3,Pinyin/pao3.wav,eb58cd4e5f18f62096f40be97c7b7b86a87beabb1d227c5a2c8471cbd295e868,1.392,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-pao3.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
po4,Pinyin/po4.wav,4ca5ddfc48c62b111b596d79f96dab9b9587749c821f7bad04e43eee97c5bc56,1.08,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-po4.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
ma1,Pinyin/ma1.wav,656fd14d042b3c679f0dcc3d4ba4cdf0cd2f3c3e6c459f04ab1258c7f6b63a67,1.032,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ma1.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
ma4,Pinyin/ma4.wav,838c84e0b281003452a6d361f5b9b4dc23a3b3229dcb509f80a6bb6fe049c8c1,0.936,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ma4.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
fa1,Pinyin/fa1.wav,386cb3ded290e1351b9c3d7363016cea275484875d9e4b5f4cd9bd5ca72633d4,1.08,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-fa1.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
fa2,Pinyin/fa2.wav,14e4ede5aac111ba46a66808f436e650f6305e54eec5c67c1372ccfe004c9367,0.888,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-fa2.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
fei2,Pinyin/fei2.wav,7a3dc76d6fc9b6a1700049801fe458d6b59c0544bee3ce324deca3dec1b81c94,0.984,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-fei2.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
fa3,Pinyin/fa3.wav,f52c8f18b5490a444bb081b0fe49c381bbce15bab2d58d2607e37a230a3e81ec,1.128,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-fa3.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
fa4,Pinyin/fa4.wav,469ef6d96ef4394d7a51316b10ead15396720507b1ed1bb8b6531133a14e93b9,0.888,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-fa4.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
da1,Pinyin/da1.wav,b720c1c808411c5ca9eb1f7f9462eeadaff18e888c5d0d39fbf8446f971d2753,0.984,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-da1.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
da2,Pinyin/da2.wav,1f7212f069e697cae979f65fe3131859eb68c8f9872cdb4177aaac12a7adac8f,1.032,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-da2.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
da3,Pinyin/da3.wav,82407abc8da1b9acf92f471e531f5c60d233aef4596e4c9987613483347886de,1.128,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-da3.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
da4,Pinyin/da4.wav,eeeb1631792286e95433686e09092a53fa010c91e05d09e7e7a6a28a294678ad,0.888,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-da4.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
ta1,Pinyin/ta1.wav,28cfc88178a8098674a3c25916dd83a8b6babd55c98638847e3c742729c5366d,0.936,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ta1.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
tun1,Pinyin/tun1.wav,6f63f12af9c6ebc701f36cebc8c2e829ff7bbe6fb449530f758f109f83967c96,1.128,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-tun1.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
tai2,Pinyin/tai2.wav,38e783fa67fd12f3b8bf2ae899326debe9a1a43f5ed61254fcae20405ab95acc,1.08,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-tai2.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
ta3,Pinyin/ta3.wav,371e42715be9f3a2644a707122602d27f563095477c7f812864b4a0eaa7278d8,1.128,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ta3.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
ta4,Pinyin/ta4.wav,5dc6372800c6512e7ae73507d66dcba6cb7c03b2ca162b5617de015a75d27c26,0.984,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ta4.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
nie1,Pinyin/nie1.wav,7c4961993b72399a44099f4de2d9327ec1ac1b7a174aea966775ada73f900c0d,0.888,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-nie1.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
na2,Pinyin/na2.wav,89f4aa6b40b550498555f9302a82376400656bf06fac5cb5550a0b770d0bb205,1.08,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-na2.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
neng2,Pinyin/neng2.wav,2b00aaee60218f491e7d1c6ed57cee50a913e2d9b20ef7332a3e9264d9845895,0.984,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-neng2.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
nan2,Pinyin/nan2.wav,52f1843d298584f671357e3896b51ac9c22c232dbfab706db1a2547f4bb5edcc,1.128,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-nan2.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
na3,Pinyin/na3.wav,f0dff145989a4950324cf5c96f410c2a448b3a3682e5048ef842addde7655ea5,1.224,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-na3.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
na4,Pinyin/na4.wav,1cfa1df6000b8da81ec6fa3eed76617a067753589a4a2c8a6cbeae659dd53634,0.888,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-na4.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
la1,Pinyin/la1.wav,ecead5c1f29f4c066f8cf4df23d39ab031a963cfd5489e79bd92e4203bc53df4,1.032,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-la1.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
lou2,Pinyin/lou2.wav,693b39e9f9d3b336cb91b0c051206b8a82466cc00741f65bb3ccf26ffe37a144,1.176,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-lou2.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
la3,Pinyin/la3.wav,ea8cae9f88cdab9754b467553b107772f9da50194b1e5c585b54060286197721,1.344,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-la3.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
la4,Pinyin/la4.wav,498edc26c5b6419f5a999cccb71644244e3daada847f06b8a7ebf93389a5eee2,0.984,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-la4.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
ge1,Pinyin/ge1.wav,4f83c16f46b42227fbf8d76bfc33735e5ca0f35d510621dcea04cd08d5063c35,0.984,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ge1.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
ge2,Pinyin/ge2.wav,d4f1672762b5c677a891bcdfc0304d28fca96d4826b7360d0e13bda66ad0047e,1.08,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ge2.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
ge3,Pinyin/ge3.wav,47718155993ab15b6a65d3d7d80dd8cf16df07ceabdc0a76930bdaa174cc2e70,1.176,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ge3.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
ge4,Pinyin/ge4.wav,27cad8e54245a63a02e5e0bc501df69ca4cc1f6e3878aa4563347c60de7f86fc,0.936,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ge4.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
ke1,Pinyin/ke1.wav,176cd9755378d16f8d78b05a675827b7ff091d2ca41bda8319026b037a50664b,1.08,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ke1.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
ke2,Pinyin/ke2.wav,920bf32cd367d3b8d16fb8e8320e733c7051d22e546d8bffd325646a3b6e469b,1.08,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ke2.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
ke3,Pinyin/ke3.wav,a66c347ebc55e97e68ff2b8aa0352bec28fd53673857961550deb0501f299edf,1.344,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ke3.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
ke4,Pinyin/ke4.wav,1b8cccfc1b437ffd109d26988ae751151c3cdabb3c4118cf38c8fc8a0306b34b,0.984,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-ke4.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
he1,Pinyin/he1.wav,68247f9ea1fb2c7fa726b1b93f6d3a866f20ff658c2b8cfa87e5e62009d2c344,1.176,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-he1.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
he2,Pinyin/he2.wav,52948706476f80d8044497dda6c89ffecc3e6ed055a2acb2b7405f5746516f95,1.08,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-he2.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
hong2,Pinyin/hong2.wav,6159c5db787705c7d1debb89eecaff5b3f6556752261769a8c68e301000631eb,1.08,Chen Wang; audio-cmn / Hugo Lopez,https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/64k/syllabs/cmn-hong2.mp3,CC BY-SA (source does not specify version),https://github.com/hugolpz/audio-cmn/blob/ff9ed3d0c631195bd2c06f39450f3264c7124040/README.md,Decoded MP3 to mono 24 kHz PCM16 WAV; no concatenation or phonetic edits.,BLOCKED,NOT RUN
