subjectId,documentSha256,collection,kind,title,unitId,role,text,pinyin,english,japanese,missingHanzi,readingRecheck
content:4bcd986f-ef77-5c9a-861f-2bdc44f5f4cf,739bfbdaed20d3139da7b1ad9fce8c5d59264d3db05f5f3c2be7a0d1fd2ca0bb,learning,poem,读书小句（原创测试）,dc8e44c2-b8f5-5462-83fd-2cd43a0daf21,body,"今天读好书，
明天学新知。","jīn tiān dú hǎo shū ， 
 míng tiān xué xīn zhī 。",Read a good book today; learn something new tomorrow.,今日はよい本を読み、明日は新しいことを学ぶ。,0,
content:3ffc61c6-197d-53d1-8c86-63a3d47ccb44,91c3e750f3ee753ecdf4fdf35831b991306f95dccdeddfe40f43003b53c71081,learning,grammar,“在”表示位置,0a174352-a0ba-5fb9-b641-b23999da2c84,grammarExplanation,在表示位置。,zài biǎo shì wèi zhì 。,,,0,
content:3ffc61c6-197d-53d1-8c86-63a3d47ccb44,91c3e750f3ee753ecdf4fdf35831b991306f95dccdeddfe40f43003b53c71081,learning,grammar,“在”表示位置,77f3c157-e37f-522c-a910-665e652cfd12,example,我在学校学习。,wǒ zài xué xiào xué xí 。,I study at school.,私は学校で勉強します。,0,
content:3ffc61c6-197d-53d1-8c86-63a3d47ccb44,91c3e750f3ee753ecdf4fdf35831b991306f95dccdeddfe40f43003b53c71081,learning,grammar,“在”表示位置,cabbb3b2-5858-59eb-a481-7ec903cdb78e,example,他在家看书。,tā zài jiā kàn shū 。,He reads at home.,彼は家で本を読みます。,0,
content:25d12ae1-2a25-5cf8-9369-674cf5b366f5,9754bf07963c51086777bed5fc53bbd130196f122108ac83b16b810dc25cef09,learning,grammar,“正在”表示进行,07d58f04-ddb8-50fc-bfab-f6920f4a85e6,grammarExplanation,正在表示动作进行。,zhèng zài biǎo shì dòng zuò jìn xíng 。,,,0,
content:25d12ae1-2a25-5cf8-9369-674cf5b366f5,9754bf07963c51086777bed5fc53bbd130196f122108ac83b16b810dc25cef09,learning,grammar,“正在”表示进行,14304032-11f2-5514-ad7f-a8dc80949b75,example,我正在吃饭。,wǒ zhèng zài chī fàn 。,I am eating.,私は食事をしているところです。,0,
content:25d12ae1-2a25-5cf8-9369-674cf5b366f5,9754bf07963c51086777bed5fc53bbd130196f122108ac83b16b810dc25cef09,learning,grammar,“正在”表示进行,a5493950-7fa5-568d-97df-c7538dbeeccc,example,他们正在学习。,tā men zhèng zài xué xí 。,They are studying.,彼らは勉強しています。,0,
content:dfd80859-b322-5d00-862e-e71230257232,cf9a6099028f612d0b218e554ce7014a81eeddf045ed440e1561f10d80bc023c,learning,grammar,“比”用于比较,64a4c863-c56f-57e2-bc5c-eadaa743011f,grammarExplanation,比表示比较。,bǐ biǎo shì bǐ jiào 。,,,0,
content:dfd80859-b322-5d00-862e-e71230257232,cf9a6099028f612d0b218e554ce7014a81eeddf045ed440e1561f10d80bc023c,learning,grammar,“比”用于比较,b5b18283-e352-5712-a482-b0ca589ab306,example,我比他高。,wǒ bǐ tā gāo 。,I am taller than him.,私は彼より背が高いです。,0,
content:dfd80859-b322-5d00-862e-e71230257232,cf9a6099028f612d0b218e554ce7014a81eeddf045ed440e1561f10d80bc023c,learning,grammar,“比”用于比较,d5f32b61-b77c-536b-8da1-a3b5de4320de,example,今天比昨天热。,jīn tiān bǐ zuó tiān rè 。,Today is hotter than yesterday.,今日は昨日より暑いです。,0,
content:e587b274-c528-508b-8193-a39cc177d0a4,4f50845b278506de887051d79df6f070aabcfeec4152330b2edd18d8877bc89c,learning,word,谢谢,cde9b510-3777-57a3-bf1a-044c87adec84,headword,谢谢,xiè xie,Thank you.,ありがとう。,0,
content:e587b274-c528-508b-8193-a39cc177d0a4,4f50845b278506de887051d79df6f070aabcfeec4152330b2edd18d8877bc89c,learning,word,谢谢,7079f4ac-64da-5d8a-93e4-b8a18f383ae3,definition,表示感谢的用语。,biǎo shì gǎn xiè de yòng yǔ 。,Thank you.,ありがとう。,0,
content:c0ab29a7-717e-591b-b86e-d1c046059514,1c711c7ab8405b72b7847b13158a46a336b8a84a5c729372ae241cb133214059,learning,word,再见,b20702dc-eb86-5b21-87ea-358d95abb722,headword,再见,zài jiàn,Goodbye.,さようなら。,0,
content:c0ab29a7-717e-591b-b86e-d1c046059514,1c711c7ab8405b72b7847b13158a46a336b8a84a5c729372ae241cb133214059,learning,word,再见,f9cc6e45-24bf-57ad-b7f0-0c39601c0037,definition,分别时说的告别用语。,fēn bié shí shuō de gào bié yòng yǔ 。,Goodbye.,さようなら。,0,
content:3c2ef28c-499b-59fb-aecc-1a7566ca7de9,e49b7cbcb5013690875ea56a955735b1c8e9104c629135065aa908b947e30e36,learning,word,零,aa80739a-26e8-5c5c-a5e1-c20a74e85f32,headword,零,líng,Zero.,ゼロ。,0,
content:3c2ef28c-499b-59fb-aecc-1a7566ca7de9,e49b7cbcb5013690875ea56a955735b1c8e9104c629135065aa908b947e30e36,learning,word,零,f4855303-e61c-5c4d-a551-5eb3c52780b2,definition,表示没有数量，也表示数位上的空位。,biǎo shì méi yǒu shù liàng ， yě biǎo shì shù wèi shàng de kòng wèi 。,Zero.,ゼロ。,0,
content:9b948d85-2655-55d0-b258-2892423b28f8,f796570e6a3835db371c003aafbc034d87721dd6842cae3f5b3ffe1e2a42fa23,learning,word,一,6d450a9e-62e5-536d-8e41-9bea0141888d,headword,一,yī,One.,一。,0,
content:9b948d85-2655-55d0-b258-2892423b28f8,f796570e6a3835db371c003aafbc034d87721dd6842cae3f5b3ffe1e2a42fa23,learning,word,一,9400f419-9305-5e93-9225-ff37cacaa566,definition,最小的正整数。,zuì xiǎo de zhèng zhěng shù 。,One.,一。,0,
content:28273027-e7de-515d-b87f-93c36ee36e28,d63191313aa9f776f6219580586b2549a0a3095a952e5a09f566a56252f0428b,learning,word,二,90b93e2b-9240-595a-abc8-85bc87c2e0d6,headword,二,èr,Two.,二。,0,
content:28273027-e7de-515d-b87f-93c36ee36e28,d63191313aa9f776f6219580586b2549a0a3095a952e5a09f566a56252f0428b,learning,word,二,60a2175e-2923-564c-931c-4fb31a4ff380,definition,一加一得到的数。,yī jiā yī dé dào de shù 。,Two.,二。,0,
content:3147766e-859d-5d8b-9f1c-70ee4c654eb8,da6d0e4c3cddc46fe80f1c44ff517d096266fb72090c2fa52c94f1735c4f7482,learning,word,三,ea665ec6-1ed8-5d97-aba4-8c89362424f7,headword,三,sān,Three.,三。,0,
content:3147766e-859d-5d8b-9f1c-70ee4c654eb8,da6d0e4c3cddc46fe80f1c44ff517d096266fb72090c2fa52c94f1735c4f7482,learning,word,三,0c4f57af-e9e1-5018-8d7c-276b940325ce,definition,二加一得到的数。,èr jiā yī dé dào de shù 。,Three.,三。,0,
content:a79a0a17-e3b5-5dcb-b2f2-6e32e80c5c34,6d51fd498d85b80b81dce67ac950629935e011fde598a91b134b2e9d10948a31,learning,word,四,3649f83f-052f-5c5b-9dc7-c7928fb9d742,headword,四,sì,Four.,四。,0,
content:a79a0a17-e3b5-5dcb-b2f2-6e32e80c5c34,6d51fd498d85b80b81dce67ac950629935e011fde598a91b134b2e9d10948a31,learning,word,四,3d7d2a94-a007-523f-b987-09a591fc439b,definition,三加一得到的数。,sān jiā yī dé dào de shù 。,Four.,四。,0,
content:1477583d-3dc1-5255-9182-b382a96951a5,202d12f6143d1a5693a0ffea8e1b5f300b561a399f9ca71df8c1ba6285594457,learning,word,五,9e01866d-a794-5126-8a02-2361e301b626,headword,五,wǔ,Five.,五。,0,
content:1477583d-3dc1-5255-9182-b382a96951a5,202d12f6143d1a5693a0ffea8e1b5f300b561a399f9ca71df8c1ba6285594457,learning,word,五,edede8fc-3fa3-5bb9-aedf-8e28a5f68eb4,definition,四加一得到的数。,sì jiā yī dé dào de shù 。,Five.,五。,0,
content:f6af4e06-9adf-5836-aa3e-929aeb7d5eca,2d856979c90a7b14e72cea5e8a13e4e8b9e81d9c9f50ec84ba1da4dc29f2e3d2,learning,word,六,d5dc0711-cf15-5db7-8e36-92ae258d57b0,headword,六,liù,Six.,六。,0,
content:f6af4e06-9adf-5836-aa3e-929aeb7d5eca,2d856979c90a7b14e72cea5e8a13e4e8b9e81d9c9f50ec84ba1da4dc29f2e3d2,learning,word,六,102312a6-d8e4-57cb-bb2c-9c6acd4f741c,definition,五加一得到的数。,wǔ jiā yī dé dào de shù 。,Six.,六。,0,
content:7e644356-6b53-528e-a181-2e557076ab09,03dd67784326541e37eefa71cbb03757cf6785af532a169fe554e14f36da9ba1,learning,word,七,753e3787-070b-5e29-bdee-b9dee617da01,headword,七,qī,Seven.,七。,0,
content:7e644356-6b53-528e-a181-2e557076ab09,03dd67784326541e37eefa71cbb03757cf6785af532a169fe554e14f36da9ba1,learning,word,七,c7eddf1e-561d-5ea4-919c-df43e45e57f2,definition,六加一得到的数。,liù jiā yī dé dào de shù 。,Seven.,七。,0,
content:b540b730-de4e-5dde-8845-21eedf44df7c,6d2f19bff3e69c25a7ba63ab51f95eb319531f21ec4eed94a13586a68419e6d9,learning,word,八,52de2399-cf41-57da-ae56-47720f711c5e,headword,八,bā,Eight.,八。,0,
content:b540b730-de4e-5dde-8845-21eedf44df7c,6d2f19bff3e69c25a7ba63ab51f95eb319531f21ec4eed94a13586a68419e6d9,learning,word,八,8c584d88-b27c-516b-9ff6-f47c8d6926b4,definition,七加一得到的数。,qī jiā yī dé dào de shù 。,Eight.,八。,0,
content:a4aff0c4-f3b9-59cb-9fe9-adc2ca22a003,ae8ac01f807258ef00f8fb5a87a28e88d3e47154f6895973a22a471e0b38f874,learning,word,九,2e920f69-a623-5fba-ac80-ca31a223ee33,headword,九,jiǔ,Nine.,九。,0,
content:a4aff0c4-f3b9-59cb-9fe9-adc2ca22a003,ae8ac01f807258ef00f8fb5a87a28e88d3e47154f6895973a22a471e0b38f874,learning,word,九,8c1655ee-eb9b-5bc6-bdad-2e5ccad37855,definition,八加一得到的数。,bā jiā yī dé dào de shù 。,Nine.,九。,0,
content:ac5e3e38-43d3-53ea-9c8a-fdd96b89ab21,7bcafa1c21439b2536b2d59b2af483c00f8ec29ee1148c723ea25515265b0248,learning,word,十,0b25d2a8-eef7-50c7-827f-ffc15a6ce1f8,headword,十,shí,Ten.,十。,0,
content:ac5e3e38-43d3-53ea-9c8a-fdd96b89ab21,7bcafa1c21439b2536b2d59b2af483c00f8ec29ee1148c723ea25515265b0248,learning,word,十,72624b37-651d-57f2-a033-0fdb48bdff2d,definition,九加一得到的数。,jiǔ jiā yī dé dào de shù 。,Ten.,十。,0,
content:63f12fb8-0397-5d2f-a80b-e35a5a96f425,7d7cb367eefcf3f0eff1979f5f29acab5e7b9b2eb77643f70ad3a4c747d6b73a,learning,word,百,6035bed6-7b9a-58a5-a6c5-7c4e03612c53,headword,百,bǎi,One hundred.,百。,0,
content:63f12fb8-0397-5d2f-a80b-e35a5a96f425,7d7cb367eefcf3f0eff1979f5f29acab5e7b9b2eb77643f70ad3a4c747d6b73a,learning,word,百,eaedf8a7-1a3f-5cb5-8029-4caa55b3f0ac,definition,十个十的数量。,shí gè shí de shù liàng 。,One hundred.,百。,0,
content:86709377-369c-501b-8fd8-b2bf83eb7dd6,270b17602831d420025d5110074d22c34da57a332202c49e6d1834cdf7ecb529,learning,word,千,eb59cd53-206b-587e-9740-d3891dbf7dbb,headword,千,qiān,One thousand.,千。,0,
content:86709377-369c-501b-8fd8-b2bf83eb7dd6,270b17602831d420025d5110074d22c34da57a332202c49e6d1834cdf7ecb529,learning,word,千,e37dc121-b653-5bb1-959d-af2a92720de8,definition,十个一百的数量。,shí gè yì bǎi de shù liàng 。,One thousand.,千。,0,一=yì
content:d075e877-d8b2-53ce-8f7c-4796cabda9dd,fb454ca8a394c099835e6fa494b4baa9339f8321a02a8947d76eb9928a069468,learning,word,万,1c7f751e-85ef-514c-bff9-ffaef1069abf,headword,万,wàn,Ten thousand.,一万。,0,
content:d075e877-d8b2-53ce-8f7c-4796cabda9dd,fb454ca8a394c099835e6fa494b4baa9339f8321a02a8947d76eb9928a069468,learning,word,万,0ab23548-c6cd-5157-9504-9bde9bfcdde4,definition,十个一千的数量。,shí gè yì qiān de shù liàng 。,Ten thousand.,一万。,0,一=yì
content:18f46aee-ab89-59f9-8990-529051cbd8cd,8bc094a96a60fe9c6f7328356ce4fc2b3ff17fdfcc3b3ab7411495b59ee8af9e,learning,word,克,1c4526ba-f4e6-5765-bca7-95a0b77ca9a8,headword,克,kè,"Gram, one thousandth of a kilogram.",グラム。キログラムの千分の一。,0,
content:18f46aee-ab89-59f9-8990-529051cbd8cd,8bc094a96a60fe9c6f7328356ce4fc2b3ff17fdfcc3b3ab7411495b59ee8af9e,learning,word,克,9b8b69e8-cb09-5802-87d3-3eee339b5c9b,definition,质量单位，千克的千分之一。,zhì liàng dān wèi ， qiān kè de qiān fēn zhī yī 。,"Gram, one thousandth of a kilogram.",グラム。キログラムの千分の一。,0,
content:46dff574-e420-5db3-8e6c-596c80202f72,2b4f91581452e1c704e978283c5814f1c35a4c2de241c34257d64fa168b2bfc9,learning,word,千克,01937547-9dba-5050-a810-7ed915b9c400,headword,千克,qiān kè,"Kilogram, equal to one thousand grams.",キログラム。千グラム。,0,
content:46dff574-e420-5db3-8e6c-596c80202f72,2b4f91581452e1c704e978283c5814f1c35a4c2de241c34257d64fa168b2bfc9,learning,word,千克,7bf397fc-ccd0-53ad-8d0a-f9c967309261,definition,质量单位，通常也叫公斤。,zhì liàng dān wèi ， tōng cháng yě jiào gōng jīn 。,"Kilogram, equal to one thousand grams.",キログラム。千グラム。,0,
content:5f29ae31-4273-5155-a675-fce916f43b63,714df42aecff233910843706c2ab6c8b3d696a4183ded5bc5eb036d6cd43409b,learning,word,公斤,516567c3-aca9-518f-b641-6759da464c95,headword,公斤,gōng jīn,A common Chinese name for kilogram.,キログラムの中国語での一般的な呼び方。,0,
content:5f29ae31-4273-5155-a675-fce916f43b63,714df42aecff233910843706c2ab6c8b3d696a4183ded5bc5eb036d6cd43409b,learning,word,公斤,5e895612-7da3-579d-bb9c-1e5c0b73c0a1,definition,千克的通称，一公斤等于一千克。,qiān kè de tōng chēng ， yì gōng jīn děng yú yì qiān kè 。,A common Chinese name for kilogram.,キログラムの中国語での一般的な呼び方。,0,一=yì; 一=yì
content:4cff9f61-77b0-5a1c-86d0-5336210c57d4,ffad8aaa2e74edee5cb2d411f4414b8cf5ed5090a8a3c6acdf7840d9151b546e,learning,word,斤,7caf0bc2-766d-55ea-b4d6-db6c0dea5256,headword,斤,jīn,"Jin, a customary unit equal to 500 grams in mainland China.",斤。中国大陸では五百グラムに相当する単位。,0,
content:4cff9f61-77b0-5a1c-86d0-5336210c57d4,ffad8aaa2e74edee5cb2d411f4414b8cf5ed5090a8a3c6acdf7840d9151b546e,learning,word,斤,9c99cd95-a158-5a2d-b6bf-b475eba70529,definition,中国大陆常用的市制质量单位，一斤等于五百克。,zhōng guó dà lù cháng yòng de shì zhì zhì liàng dān wèi ， yì jīn děng yú wǔ bǎi kè 。,"Jin, a customary unit equal to 500 grams in mainland China.",斤。中国大陸では五百グラムに相当する単位。,0,一=yì
content:c62d9410-a933-56bf-88a9-de640e78d482,48b869862beeae3a3793141806c7f4dd73e6d7ecb0aef9ac60ae7bbaf666fd71,learning,word,两,b10ea730-ff8a-59d4-803e-ebdccda5f4f6,headword,两,liǎng,"Liang, a customary unit equal to 50 grams in mainland China.",両。中国大陸では五十グラムに相当する単位。,0,
content:c62d9410-a933-56bf-88a9-de640e78d482,48b869862beeae3a3793141806c7f4dd73e6d7ecb0aef9ac60ae7bbaf666fd71,learning,word,两,3fb2ec5a-10ee-5227-88d2-741fa1fea09f,definition,用作市制质量单位时，中国大陆的一两等于五十克。,yòng zuò shì zhì zhì liàng dān wèi shí ， zhōng guó dà lù de yì liǎng děng yú wǔ shí kè 。,"Liang, a customary unit equal to 50 grams in mainland China.",両。中国大陸では五十グラムに相当する単位。,0,一=yì
content:322b5c49-fdb3-5e7e-bd4c-94bd5bd17f56,a019742bbae26858066d29e441f5d8a922e919d050980388e83c9670964e692e,learning,word,吨,904cc4ae-4d26-55b6-b708-39160675e5a4,headword,吨,dūn,"Tonne, equal to one thousand kilograms.",トン。千キログラム。,0,
content:322b5c49-fdb3-5e7e-bd4c-94bd5bd17f56,a019742bbae26858066d29e441f5d8a922e919d050980388e83c9670964e692e,learning,word,吨,e6003968-3e53-5ae5-b595-1c23034a23a5,definition,质量单位，一吨等于一千千克。,zhì liàng dān wèi ， yí dūn děng yú yì qiān qiān kè 。,"Tonne, equal to one thousand kilograms.",トン。千キログラム。,0,一=yí; 一=yì
content:4d5ef746-d657-5fc9-8913-54452ab54d9d,123fd02c26eebd322546546060c3b7e860f419ffefe8602cfc5db30357460dfd,learning,word,今天,fbfa0cae-70b4-595b-9436-72770a4e9838,headword,今天,jīn tiān,Today.,今日。,0,
content:4d5ef746-d657-5fc9-8913-54452ab54d9d,123fd02c26eebd322546546060c3b7e860f419ffefe8602cfc5db30357460dfd,learning,word,今天,773e31f5-267d-53c6-856a-9dc3802b8756,definition,说话时的这一天。,shuō huà shí de zhè yì tiān 。,Today.,今日。,0,一=yì
